Date,VSt,VS,VSp,GRt,GR,GRp,TIt,TI,TIp,rCHt,rCH,rCHp,CHt,CH,CHp,Rhm,Rh,Rhp
2007-12-10,3720,2333,0.627,1980,1313,0.664,1220,672,0.549,1600,1073,0.671,8520,5391,0.633,817,1600,1.96
2007-12-17,3720,2181,0.586,1980,1247,0.631,1230,641,0.523,1600,1002,0.626,8520,5071,0.595,811,976,1.2
2007-12-24,3720,2039,0.548,1980,1150,0.582,1230,609,0.497,1600,914,0.571,8520,4712,0.553,803,700,0.87
2007-12-31,3720,1961,0.527,1980,1140,0.577,1220,584,0.477,1600,915,0.572,8520,4600,0.54,794,562,0.71
2008-01-07,3720,1872,0.503,1970,1189,0.604,1220,563,0.46,1600,894,0.559,8510,4518,0.531,783,991,1.27
2008-01-14,3720,1756,0.472,1970,1049,0.532,1230,543,0.443,1600,899,0.562,8510,4247,0.499,774,787,1.02
2008-01-21,3720,1635,0.44,1970,993,0.504,1220,523,0.427,1600,864,0.54,8510,4015,0.472,783,807,1.03
2008-01-28,3720,1480,0.398,1970,909,0.461,1230,500,0.408,1600,817,0.511,8520,3706,0.435,795,760,0.96
2008-02-04,3720,1353,0.364,1970,834,0.423,1230,472,0.385,1600,748,0.468,8520,3407,0.4,807,611,0.76
2008-02-11,3720,1223,0.329,1970,761,0.386,1230,450,0.367,1600,690,0.431,8510,3124,0.367,818,611,0.75
2008-02-18,3720,1094,0.294,1970,672,0.341,1230,424,0.346,1600,591,0.369,8500,2781,0.327,831,550,0.66
2008-02-25,3730,976,0.262,1970,589,0.299,1220,394,0.322,1600,523,0.327,8500,2482,0.292,845,568,0.67
2008-03-03,3720,875,0.235,1970,534,0.271,1230,368,0.3,1600,520,0.325,8510,2297,0.27,860,793,0.92
2008-03-10,3710,765,0.206,1970,460,0.234,1220,333,0.272,1600,487,0.304,8520,2045,0.24,874,623,0.71
2008-03-17,3720,681,0.183,1970,415,0.211,1230,314,0.256,1600,494,0.309,8500,1904,0.224,894,940,1.05
2008-03-24,3720,607,0.163,1970,361,0.183,1230,287,0.234,1600,450,0.281,8520,1705,0.2,929,933,1
2008-03-31,3710,527,0.142,1970,295,0.15,1220,269,0.22,1600,394,0.246,8490,1485,0.175,964,940,0.98
2008-04-07,3730,448,0.12,1980,247,0.125,1230,249,0.203,1600,370,0.231,8530,1314,0.154,999,1013,1.01
2008-04-14,3710,367,0.099,1980,198,0.1,1230,234,0.191,1600,355,0.222,8490,1154,0.136,1034,1349,1.3
2008-04-21,3720,290,0.078,1980,158,0.08,1220,224,0.183,1600,341,0.213,8510,1013,0.119,1083,983,0.91
2008-04-28,3720,253,0.068,1990,155,0.078,1220,231,0.189,1600,392,0.245,8520,1031,0.121,1134,1510,1.33
2008-05-05,3710,241,0.065,1970,183,0.093,1220,246,0.201,1600,436,0.273,8510,1106,0.13,1185,1247,1.05
2008-05-12,3700,263,0.071,1970,262,0.133,1220,284,0.232,1600,492,0.308,8500,1301,0.153,1236,1208,0.98
2008-05-19,3710,293,0.079,1970,378,0.192,1230,332,0.271,1600,547,0.342,8520,1551,0.182,1289,1341,1.04
2008-05-26,3730,339,0.091,1980,482,0.244,1230,401,0.327,1600,578,0.361,8490,1800,0.212,1344,1208,0.9
2008-06-02,3710,653,0.176,1970,746,0.378,1220,573,0.468,1600,732,0.458,8500,2704,0.318,1399,1437,1.03
2008-06-09,3720,793,0.213,1970,932,0.472,1220,677,0.553,1600,814,0.509,8510,3216,0.378,1453,1567,1.08
2008-06-16,3720,922,0.248,1980,1033,0.523,1230,739,0.603,1600,876,0.548,8500,3570,0.42,1497,1493,1
2008-06-23,3730,1073,0.288,1980,1124,0.569,1220,801,0.654,1600,908,0.568,8510,3906,0.459,1479,1309,0.88
2008-06-30,3720,1438,0.387,1980,1245,0.63,1230,880,0.718,1600,1017,0.636,8510,4580,0.538,1462,1309,0.9
2008-07-07,3720,1763,0.474,1970,1331,0.674,1220,932,0.761,1600,1116,0.698,8510,5142,0.604,1444,1294,0.9
2008-07-14,3720,2070,0.556,1980,1490,0.754,1220,976,0.797,1600,1189,0.743,8510,5725,0.673,1426,1892,1.33
2008-07-21,3720,2288,0.615,1970,1600,0.812,1220,990,0.811,1600,1254,0.784,8500,6132,0.721,1382,1641,1.19
2008-07-28,3720,2471,0.664,1970,1638,0.831,1220,986,0.808,1600,1251,0.782,8510,6346,0.746,1334,1193,0.89
2008-08-04,3720,2744,0.738,1970,1692,0.859,1220,996,0.816,1600,1312,0.82,8520,6744,0.792,1286,1087,0.85
2008-08-11,3720,2972,0.799,1970,1721,0.874,1220,1009,0.827,1600,1373,0.858,8510,7075,0.831,1238,1027,0.83
2008-08-18,3730,3179,0.852,1970,1796,0.912,1220,1082,0.887,1600,1468,0.918,8510,7525,0.884,1193,1633,1.37
2008-08-25,3720,3300,0.887,1970,1799,0.913,1220,1088,0.892,1600,1472,0.92,8510,7659,0.9,1150,1294,1.12
2008-09-01,3720,3394,0.912,1970,1770,0.898,1220,1067,0.875,1600,1461,0.913,8510,7692,0.904,1108,1020,0.92
2008-09-08,3720,3514,0.945,1970,1875,0.952,1220,1159,0.95,1600,1506,0.941,8510,8054,0.946,1065,1231,1.16
2008-09-15,3720,3554,0.955,1970,1868,0.948,1220,1170,0.959,1600,1519,0.949,8510,8111,0.953,859,1691,1.97
2008-09-22,3720,3463,0.931,1970,1831,0.929,1220,1140,0.934,1600,1454,0.909,8510,7888,0.927,986,1185,1.2
2008-09-29,3720,3366,0.905,1970,1778,0.903,1220,1110,0.91,1600,1396,0.873,8510,7650,0.899,949,920,0.97
2008-10-06,3720,3257,0.876,1970,1729,0.878,1220,1083,0.888,1600,1381,0.863,8500,7450,0.876,912,707,0.78
2008-10-13,3720,3177,0.854,1970,1696,0.861,1220,1062,0.87,1600,1370,0.856,8500,7305,0.859,875,700,0.8
2008-10-20,3720,3104,0.834,1970,1681,0.855,1220,1037,0.85,1600,1368,0.855,8510,7190,0.845,858,766,0.89
2008-10-27,3720,3017,0.811,1970,1657,0.843,1220,1018,0.834,1600,1345,0.841,8510,7037,0.827,850,661,0.78
2008-11-03,3720,2914,0.783,1960,1672,0.851,1220,1045,0.857,1600,1343,0.839,8500,6974,0.82,842,1049,1.25
2008-11-10,3720,2815,0.757,1960,1703,0.867,1220,1074,0.88,1600,1338,0.836,8500,6930,0.815,834,828,0.99
2008-11-17,3720,2707,0.728,1970,1690,0.86,1220,1067,0.875,1600,1308,0.818,8510,6772,0.796,827,681,0.82
2008-11-24,3720,2591,0.697,1960,1668,0.849,1220,1043,0.855,1600,1285,0.803,8510,6587,0.774,823,753,0.92
2008-12-01,3720,2461,0.662,1970,1612,0.82,1220,981,0.804,1600,1240,0.775,8510,6294,0.74,819,655,0.8
2008-12-08,3720,2344,0.63,1970,1561,0.794,1220,947,0.776,1600,1210,0.756,8500,6062,0.713,815,655,0.8
2008-12-15,3720,2207,0.593,1970,1488,0.757,1220,892,0.731,1600,1132,0.708,8510,5719,0.672,774,592,0.76
2008-12-22,3720,2086,0.561,1970,1431,0.728,1220,853,0.699,1600,1091,0.682,8510,5461,0.642,802,962,1.2
2008-12-29,3720,2012,0.541,1960,1428,0.727,1220,839,0.688,1600,1093,0.683,8500,5372,0.632,794,630,0.79
2009-01-05,3720,1907,0.513,1970,1403,0.712,1220,813,0.666,1600,1063,0.666,8500,5186,0.61,786,532,0.68
2009-01-12,3720,1747,0.47,1970,1308,0.664,1220,751,0.616,1600,981,0.613,8500,4787,0.563,777,429,0.55
2009-01-19,3720,1591,0.428,1970,1211,0.615,1220,689,0.565,1600,889,0.556,8500,4380,0.515,779,560,0.72
2009-01-26,3720,1464,0.394,1970,1149,0.583,1220,638,0.523,1600,858,0.536,8510,4109,0.483,790,844,1.07
2009-02-02,4000,1413,0.353,1960,1049,0.534,1220,576,0.472,1600,797,0.498,8760,3835,0.438,801,560,0.7
2009-02-09,4000,1291,0.323,1960,972,0.495,1220,524,0.43,1600,758,0.474,8770,3545,0.404,813,573,0.71
2009-02-16,3990,1162,0.291,1960,892,0.454,1220,474,0.389,1600,713,0.446,8760,3241,0.37,824,627,0.76
2009-02-23,4000,1037,0.259,1960,793,0.404,1220,446,0.366,1600,664,0.415,8780,2940,0.335,840,614,0.73
2009-03-02,4000,916,0.229,1970,720,0.366,1220,422,0.346,1600,595,0.372,8760,2653,0.303,855,706,0.83
2009-03-09,3990,810,0.203,1960,642,0.327,1220,398,0.326,1600,539,0.337,8750,2389,0.273,871,1100,1.26
2009-03-16,4000,708,0.177,1970,578,0.294,1220,381,0.312,1600,507,0.317,8770,2174,0.248,889,1056,1.19
2009-03-23,4000,608,0.152,1960,505,0.257,1220,358,0.293,1600,475,0.297,8770,1946,0.222,925,820,0.89
2009-03-30,4010,513,0.128,1970,427,0.217,1220,329,0.27,1600,422,0.264,8760,1691,0.193,961,1155,1.2
2009-04-06,3990,459,0.115,1970,401,0.204,1220,313,0.257,1600,426,0.266,8790,1599,0.182,997,1335,1.34
2009-04-13,3980,422,0.106,1970,401,0.204,1220,299,0.245,1600,467,0.292,8780,1589,0.181,1033,1335,1.29
2009-04-20,4000,388,0.097,1970,399,0.203,1220,296,0.243,1600,468,0.293,8760,1551,0.177,1079,1177,1.09
2009-04-27,3970,353,0.089,1960,385,0.196,1220,297,0.243,1600,461,0.288,8750,1496,0.171,1129,1056,0.94
2009-05-04,3990,295,0.074,1970,378,0.192,1220,311,0.255,1600,438,0.274,8780,1422,0.162,1179,1021,0.87
2009-05-11,4000,276,0.069,1970,425,0.216,1220,333,0.273,1600,474,0.296,8770,1508,0.172,1229,1021,0.83
2009-05-18,3990,303,0.076,1960,573,0.292,1220,391,0.32,1600,541,0.338,8780,1808,0.206,1281,1273,0.99
2009-05-25,3990,463,0.116,1960,799,0.407,1220,502,0.411,1600,633,0.396,8780,2397,0.273,1336,1188,0.89
2009-06-01,3980,672,0.169,1970,999,0.508,1220,608,0.498,1600,712,0.445,8770,2991,0.341,1390,1188,0.85
2009-06-08,3980,789,0.198,1970,1138,0.579,1220,708,0.58,1600,754,0.471,8760,3389,0.387,1445,1144,0.79
2009-06-15,3980,920,0.231,1970,1268,0.645,1220,835,0.684,1600,805,0.503,8760,3828,0.437,1420,1044,0.73
2009-06-22,3970,1248,0.314,1960,1440,0.733,1220,954,0.782,1600,964,0.603,8770,4606,0.525,1481,1575,1.06
2009-06-29,3980,1378,0.346,1960,1477,0.752,1220,979,0.802,1600,1005,0.628,8770,4839,0.552,1464,1437,0.98
2009-07-06,3980,1662,0.418,1960,1550,0.789,1220,1021,0.837,1600,1062,0.664,8770,5295,0.604,1446,1397,0.97
2009-07-13,3980,1858,0.467,1960,1583,0.806,1220,1011,0.829,1600,1094,0.684,8760,5546,0.633,1428,1188,0.83
2009-07-20,3980,2128,0.535,1960,1658,0.844,1220,1069,0.876,1600,1215,0.759,8760,6070,0.693,1389,1783,1.28
2009-07-27,3980,2399,0.603,1970,1694,0.862,1220,1074,0.88,1600,1282,0.801,8760,6449,0.736,1341,1417,1.06
2009-08-03,3980,2633,0.662,1960,1703,0.867,1220,1071,0.878,1600,1333,0.833,8760,6740,0.769,1293,1304,1.01
2009-08-10,3980,2802,0.704,1970,1714,0.872,1220,1053,0.863,1600,1367,0.854,8770,6936,0.791,1245,1366,1.1
2009-08-17,3980,3027,0.761,1970,1714,0.872,1220,1024,0.839,1600,1389,0.868,8770,7154,0.816,1199,1134,0.95
2009-08-24,3980,3212,0.807,1960,1697,0.864,1220,990,0.811,1600,1386,0.866,8770,7285,0.831,1157,869,0.75
2009-08-31,3980,3358,0.844,1960,1687,0.859,1220,979,0.802,1600,1396,0.873,8760,7420,0.847,1115,744,0.67
2009-09-07,3980,3430,0.862,1960,1705,0.868,1220,957,0.784,1600,1431,0.894,8770,7523,0.858,1073,869,0.81
2009-09-14,3980,3446,0.866,1970,1688,0.859,1220,911,0.747,1600,1412,0.883,8760,7457,0.851,1031,667,0.65
2009-09-21,3980,3429,0.862,1960,1689,0.86,1220,916,0.751,1600,1404,0.878,8760,7438,0.849,993,587,0.59
2009-09-28,3980,3441,0.865,1970,1677,0.853,1220,886,0.726,1600,1394,0.871,8770,7398,0.844,955,546,0.57
2009-10-05,3980,3420,0.859,1970,1653,0.841,1220,841,0.689,1600,1357,0.848,8760,7271,0.83,917,476,0.52
2009-10-12,3980,3440,0.864,1960,1638,0.834,1220,803,0.658,1600,1355,0.847,8760,7236,0.826,879,614,0.7
2009-10-19,3980,3393,0.853,1960,1609,0.819,1220,772,0.633,1600,1301,0.813,8770,7075,0.807,858,587,0.68
2009-10-26,3980,3297,0.828,1960,1564,0.796,1220,745,0.611,1600,1256,0.785,8760,6862,0.783,851,600,0.71
2009-11-02,3980,3217,0.808,1960,1530,0.779,1220,721,0.591,1600,1219,0.762,8760,6687,0.763,843,560,0.66
2009-11-09,3980,3150,0.791,1970,1504,0.765,1220,708,0.58,1600,1226,0.766,8760,6588,0.752,835,706,0.85
2009-11-16,3980,3074,0.772,1960,1485,0.756,1220,693,0.568,1600,1203,0.752,8770,6455,0.736,827,732,0.88
2009-11-23,3980,3015,0.758,1960,1467,0.747,1220,679,0.557,1600,1205,0.753,8770,6366,0.726,824,693,0.84
2009-11-30,3980,2927,0.735,1970,1437,0.731,1220,667,0.547,1600,1177,0.736,8770,6208,0.708,820,706,0.86
2009-12-07,3980,2828,0.711,1960,1408,0.717,1220,662,0.543,1600,1149,0.718,8760,6047,0.69,816,820,1
2009-12-14,3980,2764,0.694,1970,1368,0.696,1220,653,0.535,1600,1149,0.718,8770,5934,0.677,813,987,1.21
2009-12-21,3980,2605,0.655,1970,1274,0.648,1220,626,0.513,1600,1039,0.649,8760,5544,0.633,804,770,0.96
2009-12-28,3980,2541,0.638,1960,1265,0.644,1220,625,0.512,1600,1047,0.654,8760,5478,0.625,796,820,1.03
2010-01-04,3980,2478,0.623,1960,1261,0.642,1220,616,0.505,1600,1043,0.652,8760,5398,0.616,787,1089,1.38
2010-01-11,3980,2328,0.585,1960,1179,0.6,1220,583,0.478,1600,962,0.601,8770,5052,0.576,778,807,1.04
2010-01-18,3980,2134,0.536,1960,1088,0.554,1220,539,0.442,1600,897,0.561,8770,4658,0.531,778,744,0.96
2010-01-25,3980,1958,0.492,1970,1001,0.509,1220,503,0.412,1600,841,0.526,8760,4303,0.491,789,641,0.81
2010-02-01,3980,1742,0.438,1970,893,0.454,1220,460,0.377,1600,760,0.475,8760,3855,0.44,800,600,0.75
2010-02-08,3980,1496,0.376,1970,806,0.41,1220,435,0.357,1600,681,0.426,8760,3418,0.39,811,725,0.89
2010-02-15,3980,1288,0.324,1970,680,0.346,1220,416,0.341,1600,569,0.356,8760,2953,0.337,891,573,0.64
2010-02-22,3990,1088,0.273,1970,606,0.308,1220,402,0.33,1600,514,0.321,8760,2610,0.298,838,627,0.75
2010-03-01,3980,952,0.239,1970,549,0.279,1220,387,0.317,1600,486,0.304,8760,2374,0.271,853,999,1.17
2010-03-08,3990,809,0.203,1960,467,0.238,1220,366,0.3,1600,450,0.281,8750,2092,0.239,869,627,0.72
2010-03-15,3970,612,0.154,1960,375,0.191,1220,322,0.264,1600,391,0.244,8760,1700,0.194,1028,532,0.52
2010-03-22,3970,512,0.129,1970,327,0.166,1220,295,0.242,1600,383,0.239,8770,1517,0.173,920,917,1
2010-03-29,3970,449,0.113,1960,320,0.163,1220,289,0.237,1600,414,0.259,8760,1472,0.168,956,1067,1.12
2010-04-05,3960,404,0.102,1960,298,0.152,1220,268,0.22,1600,393,0.246,8740,1363,0.156,992,807,0.81
2010-04-12,4000,364,0.091,1970,280,0.142,1220,255,0.209,1600,380,0.238,8760,1279,0.146,1028,757,0.74
2010-04-19,3960,317,0.08,1960,251,0.128,1220,208,0.17,1600,345,0.216,8760,1121,0.128,1072,627,0.59
2010-04-26,3970,290,0.073,1960,273,0.139,1220,213,0.175,1600,376,0.235,8790,1152,0.131,1122,654,0.58
2010-05-03,3960,293,0.074,1960,343,0.175,1220,266,0.218,1600,434,0.271,8790,1336,0.152,1172,1231,1.05
2010-05-10,3970,250,0.063,1970,390,0.198,1220,302,0.248,1600,439,0.274,8740,1381,0.158,1222,1056,0.86
2010-05-17,3980,243,0.061,1970,429,0.218,1220,332,0.272,1600,476,0.298,8760,1480,0.169,1274,1209,0.95
2010-05-24,3980,231,0.058,1970,429,0.218,1220,343,0.281,1600,450,0.281,8750,1453,0.166,1328,893,0.67
2010-05-31,4000,336,0.084,1960,567,0.289,1220,438,0.359,1600,555,0.347,8780,1896,0.216,1382,1661,1.2
2010-06-07,3970,461,0.116,1970,686,0.349,1220,537,0.44,1600,661,0.413,8750,2345,0.268,1437,1699,1.18
2010-06-14,3970,814,0.205,1970,973,0.495,1220,745,0.611,1600,813,0.508,8760,3345,0.382,1491,1555,1.04
2010-06-21,3970,1049,0.264,1970,1111,0.565,1220,869,0.712,1600,898,0.561,8770,3927,0.448,1484,2031,1.37
2010-06-28,3980,1202,0.302,1960,1169,0.595,1220,902,0.739,1600,899,0.562,8760,4172,0.476,1466,1252,0.85
2010-07-05,3980,1533,0.385,1960,1294,0.659,1220,960,0.787,1600,976,0.61,8770,4763,0.543,1448,1199,0.83
2010-07-12,3980,1869,0.47,1970,1378,0.701,1220,988,0.81,1600,1036,0.648,8770,5271,0.601,1431,1010,0.71
2010-07-19,3980,2216,0.557,1970,1453,0.739,1220,1003,0.822,1600,1138,0.711,8760,5810,0.663,1396,1021,0.73
2010-07-26,3980,2522,0.634,1970,1502,0.764,1220,1012,0.83,1600,1216,0.76,8770,6252,0.713,1348,1283,0.95
2010-08-02,3980,2661,0.669,1960,1524,0.776,1220,996,0.816,1600,1262,0.789,8770,6443,0.735,1300,1708,1.31
2010-08-09,3980,2843,0.714,1970,1584,0.806,1220,995,0.816,1600,1318,0.824,8760,6740,0.769,1252,1755,1.4
2010-08-16,3980,3050,0.766,1960,1664,0.847,1220,1023,0.839,1600,1351,0.844,8760,7088,0.809,1205,1931,1.6
2010-08-23,3980,3200,0.804,1970,1698,0.864,1220,1037,0.85,1600,1365,0.853,8760,7300,0.833,1163,1452,1.25
2010-08-30,3980,3425,0.861,1960,1707,0.869,1220,1039,0.852,1600,1408,0.88,8760,7579,0.865,1121,1661,1.48
2010-09-06,3980,3462,0.87,1960,1709,0.87,1220,1027,0.842,1600,1394,0.871,8770,7592,0.866,1079,1366,1.27
